# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 16K of event 'cpu-clock'
# Event count (approx.): 16095095079
#
# Overhead  Shared Object         Symbol                                      IPC   [IPC Coverage]
# ........  ....................  ..........................................  ....................
#
     0.01%  python3.10d           [.] take_gil                                -      -            
     0.01%  python3.10d           [.] thread_get_ident                        -      -            
     0.01%  python3.10d           [.] tok_get                                 -      -            
     0.01%  python3.10d           [.] tuple_alloc                             -      -            
     0.01%  python3.10d           [.] tupledealloc.lto_priv.0                 -      -            
     0.01%  python3.10d           [.] type_call.lto_priv.0                    -      -            
     0.01%  python3.10d           [.] type_ready_fill_dict                    -      -            
     0.01%  python3.10d           [.] type_ready_mro                          -      -            
     0.01%  python3.10d           [.] unicode_fromformat_arg                  -      -            
     0.01%  python3.10d           [.] untrack_dicts                           -      -            
     0.01%  python3.10d           [.] untrack_tuples                          -      -            
     0.01%  python3.10d           [.] update_one_slot                         -      -            
     0.01%  python3.10d           [.] update_refs                             -      -            
     0.01%  python3.10d           [.] vgetargs1_impl                          -      -            
     0.01%  python3.10d           [.] vgetargskeywords                        -      -            
     0.01%  python3.10d           [.] 0x0000000000022af0                      -      -            
     0.01%  python3.10d           [.] 0x0000000000022c90                      -      -            
     0.01%  python3.10d           [.] 0x0000000000022d00                      -      -            
     0.01%  [unknown]             [k] 0xffffffff97ec5e73                      -      -            
     0.01%  [unknown]             [k] 0xffffffff97edeecd                      -      -            
     0.01%  [unknown]             [k] 0xffffffff97f59be0                      -      -            
     0.01%  [unknown]             [k] 0xffffffff97f5bef7                      -      -            
     0.01%  [unknown]             [k] 0xffffffff97f5daef                      -      -            
     0.01%  [unknown]             [k] 0xffffffff97f697c6                      -      -            
     0.01%  [unknown]             [k] 0xffffffff98037859                      -      -            
     0.01%  [unknown]             [k] 0xffffffff9804ef50                      -      -            
     0.01%  [unknown]             [k] 0xffffffff98054855                      -      -            
     0.01%  [unknown]             [k] 0xffffffff9805fa38                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980636b0                      -      -            
     0.01%  [unknown]             [k] 0xffffffff98089296                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980897e5                      -      -            
     0.01%  [unknown]             [k] 0xffffffff9808add6                      -      -            
     0.01%  [unknown]             [k] 0xffffffff9808aead                      -      -            
     0.01%  [unknown]             [k] 0xffffffff9808da88                      -      -            
     0.01%  [unknown]             [k] 0xffffffff9808daa1                      -      -            
     0.01%  [unknown]             [k] 0xffffffff98093901                      -      -            
     0.01%  [unknown]             [k] 0xffffffff98093916                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980aaa26                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980aab6d                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980aad31                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980ab764                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980ab7c8                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980b74ca                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980c377c                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980c3836                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980cdbee                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980d6711                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980d6776                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980d9d25                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980dab54                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980dab66                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980dab6e                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980dbbd8                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980dbbe9                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980dbc51                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980dca82                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980dcaa0                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980dcaeb                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980dcb44                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980ee030                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980f9a40                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980fbd73                      -      -            
     0.01%  [unknown]             [k] 0xffffffff980febc7                      -      -            
     0.01%  [unknown]             [k] 0xffffffff9810c97d                      -      -            
     0.01%  [unknown]             [k] 0xffffffff9817a080                      -      -            
     0.01%  [unknown]             [k] 0xffffffff982e38b3                      -      -            
     0.01%  [unknown]             [k] 0xffffffff98752e9e                      -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
